ID,New_Book_Author,New_Book_Title,Series_Name,Book_Co_Author,Illustrators,Challenge_Type,Challenge_Init,Initial_Response,Challenge_Notes,Decision,Restrictions,Restriction_Details,Library_Type,Month,Year,State,Overseeing_Agency,City,County,Sch_Name,Lib_name,Police,Book_Status,Data_Entry_Date,Links1,Links2,Links3,Links4,Last_Updated,Genre
15148,"Arnold, Elana K.",Splendor,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Retained/Restricted,Yes,Restricted to HS,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Best friends,Family problems,Fiction,Friendship,Horses,Love"
15149,"Arnold, Elana K.",Infandous,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Adolescence, fiction,Children's fiction,Dating (social customs), fiction,Fairy tales,Fantasy fiction,Fiction,Los angeles (calif.), fiction,Mothers and daughters,Mothers and daughters, fiction,Sculptors,Sculptors, fiction,Secrets,Sex,Sex, fiction,Single-parent families,Single-parent families, fiction"
15150,"Arnold, Elana K.",Damsel,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Children's fiction,Dragons,Dragons, fiction,Fantasy,Fantasy fiction,Fiction,Juvenile fiction,Legends,Magic,Princes,collectionID:AlpineChallenge,collectionID:ConroeChallenge"
15151,"Arnold, Elana K.",What Girls Are Made Of,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,FL,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Children's fiction,Dating (Social customs),Dating (Social customs) -- Fiction,Dating (social customs), fiction,Families,Family life, fiction,Family problems,Family problems -- Fiction,Fiction,Girls,Sex,Sex -- Fiction,Sex, fiction,Young adult fiction, girls & women,Young adult fiction, romance, contemporary,Young adult fiction, social themes, dating & sex,collectionID:AlpineChallenge,collectionID:ConroeChallenge,collectionID:EanesChallenge,collectionID:KellerChallenge,collectionID:TexChallenge2021"
15152,"Arsenault, Emily",All the Pretty Things,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,FL,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Children's fiction,Young adult fiction, girls & women,Young adult fiction, mysteries & detective stories,Young adult fiction, thrillers & suspense, general"
15153,"Asher, Jay",Thirteen Reasons Why,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Bullying,Children's fiction,Consequences,Death,Escuelas secundarias,Ficción juvenil,Fiction,Guilt,High school students,High schools,High schools in fiction,Interpersonal relations,Interpersonal relations in fiction,Interpersonal relations, fiction,Juvenile fiction,Mysteries & Detective Stories,Mystery,New York Times bestseller,Reading Level-Grade 10,Reading Level-Grade 11,Reading Level-Grade 12,Reading Level-Grade 7,Reading Level-Grade 8,Reading Level-Grade 9,Relaciones humanas,Schools,Schools in fiction,Schools, fiction,Secrets,Social Themes,Spanish language materials,Suicide,Suicide in fiction,Suicide victims,Suicide, fiction,Suicidio,Teenage boys,Teenage girls,Teenager,Video recordings for people with visual disabilities,Video recordings for the hearing impaired,YOUNG ADULT FICTION / Mysteries & Detective Stories,YOUNG ADULT FICTION / Social Themes / Bullying,YOUNG ADULT FICTION / Social Themes / Suicide,Young adult fiction,collectionID:EanesChallenge,collectionID:bannedbooks,drama,nyt:paperback_books=2011-06-11,nyt:young-adult-hardcover=2017-04-23"
15154,"Asher, Jay",Future of Us,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Children's fiction,Fiction,Friendship,Friendship, fiction,High schools,Internet,Internet, fiction,Juvenile fiction,New York Times reviewed,Schools, fiction,Time travel, fiction"
15155,Asphyxia,The Words in my Hands,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,Unknown
15156,"Aster, Alex",Lightlark,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"New York Times bestseller,nyt:young-adult-paperback-monthly=2023-11-12"
15157,"Athill, Diana",Somewhere Towards the End,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Aging,Authors, biography,Authors, english,Biography,Biography & Autobiography,Editors,English Authors,English Women authors,Great britain, biography,Large type books,New York Times reviewed,Nonfiction,Old age,Women authors,Women editors"
15158,"Atta, Dean",The Black Flamingo,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Children's fiction,English literature,LGBTQ young adult,Stonewall Book Awards,Young adult fiction, diversity & multicultural,Young adult fiction, lgbtq+,Young adult fiction, novels in verse,Young adult fiction, people & places, europe,Young adult fiction, social themes, prejudice & racism"
15159,"Atwood, Margaret",Oryx and Crake,MaddAddam,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"British and irish fiction (fictional works by one author),Canadian fiction (fictional works by one author),Fiction, fantasy, general,Fiction, romance, general,Fiction, science fiction, general,Friendship, fiction,Literary Fiction,Long Now Manual for Civilization,Male friendship,Man-woman relationships, fiction,New York Times reviewed,New york (state), fiction,Open Syllabus Project,Triangles (Interpersonal relations),fantasy,fiction,friendship,genetic engineering,relationships,romance,science fiction,series:MaddAddam"
15160,"Atwood, Margaret",The Year of the Flood,MaddAddam,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"18.07 English literature outside Europe and the USA,Canadian fiction,Canadian fiction (fictional works by one author),Canadian literature,Catastrophes écologiques,Disasters,Dystopias,Décadence,Environment,Environmental disasters,Fiction,Fiction, dystopian,Fiction, science fiction, general,Friendship,Genetic engineering,Globalisierung,Large type books,Literature,New York Times bestseller,New York Times reviewed,Regression (Civilization),Romans, nouvelles,Science Fiction & Fantasy,Science fiction,Zukunft,nyt:hardcover-fiction=2009-10-11"
15161,"Atwood, Margaret",The Handmaid's Tale,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Canadian authors,Canadian fantasy fiction,Canadian fiction (fictional works by one author),Christian fundamentalism,Comics & graphic novels, adaptations,Comics & graphic novels, fantasy,Comics & graphic novels, literary,Dystopian,Dystopian fiction,Dystopias,FICTION / Dystopian,FICTION / Political,FICTION / Science Fiction,Femmes,Fiction,Fiction subjects,Fiction, dystopian,Fiction, fantasy, general,Foreign relations,Handmaid's tale (Atwood, Margaret),History and criticism,Large type books,Man-woman relationships,Man-woman relationships, fiction,Misogynie,Misogyny,Neutrality,New York Times bestseller,Old Testament,Political,Roman canadien de langue anglaise,Romans, nouvelles,Science fiction & fantasy,Scrabble,Social aspects,Study guides,Teen fiction,United States Congress,Women,World literature,brothels,collectionID:ConroeChallenge,collectionID:EanesChallenge,fantasy fiction,handmaids,military dictatorship,nyt:e-book-fiction=2017-01-22,nyt:trade-fiction-paperback=2017-02-26,political fiction,pregnancy,religious fanaticism,revolution,science fiction,theocracy,theonomy,totalitarianism"
15162,"Avasthi, Swati",Chasing Shadows,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Retained/Restricted,Yes,Restricted to HS with MS review,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Adventure and adventurers, fiction,Chicago (ill.), fiction,Children's fiction,Death,Family life, fiction,Fiction,Friendship,Friendship, fiction,Grief,Grief, fiction,Juvenile fiction,Murder,Murder, fiction,Mystery and detective stories,Siblings,Teenage girls"
15163,"Avery, Lara",The Memory Book,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Children's fiction,Death, fiction,Fiction,Friendship,Friendship -- Juvenile fiction,Friendship, fiction,Genetic disorders,Genetic disorders -- Juvenile fiction,JUVENILE FICTION / Love & Romance,JUVENILE FICTION / Social Issues / Dating & Sex,JUVENILE FICTION / Social Issues / Death & Dying,Juvenile fiction,Love,Love, fiction,Memory,Memory -- Juvenile fiction,Romance fiction,Sick, fiction,Terminally ill,Terminally ill -- Juvenile fiction"
15164,"Aveyard, Victoria",Glass Sword,Red Queen,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Retained/Restricted,Yes,Restricted MS YA Shelf,School,11,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Ability,Blood,Children's fiction,Fantasy,Fantasy fiction,Fiction,Insurgency,Juvenile fiction,New York Times bestseller,Princesses,Princesses, fiction,Resistance to Government,Romance,Royalty,Teenage girls,YOUNG ADULT FICTION,blood silver red king,nyt:young-adult-e-book=2016-02-28,nyt:young-adult-hardcover=2016-02-28"
15165,"Aveyard, Victoria",Red Queen,Red Queen,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Retained/Restricted,Yes,Restricted MS YA Shelf,School,11,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Ability,Children's fiction,Coloring books,Courts and courtiers,FICTION / Fantasy / Epic,Fantasy,Fantasy fiction,Fiction,Large type books,New York Times bestseller,Princesses, fiction,Resistance to Government,Social classes,nyt:young-adult-paperback=2016-06-26,nyt:young-adult=2015-03-01"
15166,"Aveyard, Victoria",King's Cage,Red Queen,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Retained/Restricted,Yes,Restricted MS YA Shelf,School,11,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Ability,Blood,Children's fiction,Courts and courtiers, fiction,Fantasy,Fantasy fiction,Fiction,New York Times bestseller,Princesses,Princesses, fiction,Resistance to Government,nyt:series-books=2017-02-26"
15167,"Aveyard, Victoria",War Storm,Red Queen,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Retained/Restricted,Yes,Restricted MS YA Shelf,School,11,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Ability,Blood,Children's fiction,Fantasy,Fantasy fiction,Fiction,Large type books,Princesses,Resistance to Government,Resistence to Government,Young adult fiction"
15168,"Aveyard, Victoria",Broken Throne: A Red Queen Collection,Red Queen,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Retained/Restricted,Yes,Restricted MS YA Shelf,School,11,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,Unknown
15169,"Aveyard, Victoria",Cruel Crown,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Children's fiction,Fantasy,Fantasy fiction,Fiction,Juvenile fiction,New York Times bestseller,Princesses,Princesses, fiction,Resistance to Government,nyt:young-adult-paperback=2016-01-24"
15170,"Bacigalupi, Paolo",Ship Breaker,Ship Breaker,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Children's fiction,Conduct of life,Conduct of life, fiction,Dystopias,Environment,Fantasy,Fiction,Hispanic & Latino,Juvenile fiction,Nature & the Natural World,Ocean,Oil,People & Places,Recycling,Recycling (Waste),Recycling (Waste, etc.),Recycling (waste, etc.), fiction,Science fiction,YOUNG ADULT FICTION,YOUNG ADULT NONFICTION,Young adult fiction"
15171,"Bacigalupi, Paolo",The Doubt Factory,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Children's fiction,Fathers and daughters, fiction,Mystery and detective stories"
15172,"Backman, Fredrik",Beartown,Beartown,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Communities,Communities -- Fiction,Fiction, humorous,Fiction, humorous, general,Fiction, sports,Hockey players,Hockey players -- Fiction,New York Times bestseller,Scandals,Scandals -- Fiction,Small town life -- Sweden -- Fiction,Sweden,Sweden -- Fiction,Sweden, fiction,Teenagers,Teenagers -- Sweden -- Fiction,nyt:hardcover-fiction=2017-05-14"
15173,"Bagieu, Pénélope",Brazen: Rebel Ladies Who Rocked the World,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,Unknown
15174,"Bailey, Blake",Cheever: A Life,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,Unknown
15175,"Baker, Chandler",Teen Hyde,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Children's fiction,Horror stories,Schools, fiction"
